2017-07-06 00:00:00   -1.757       34.075
2017-07-07 00:00:00  -1.7666       34.077
2017-07-08 00:00:00  -1.7761       34.078
2017-07-09 00:00:00  -1.7827       34.082
2017-07-10 00:00:00    -1.79       34.082
2017-07-11 00:00:00  -1.7959       34.077
2017-07-12 00:00:00   -1.801       34.074
2017-07-13 00:00:00  -1.8047       34.069
2017-07-14 00:00:00  -1.8054       34.066
2017-07-15 00:00:00  -1.8039       34.062
2017-07-16 00:00:00  -1.8003       34.059
2017-07-17 00:00:00  -1.7973       34.056
2017-07-18 00:00:00  -1.7981       34.053
2017-07-19 00:00:00  -1.8032       34.051
2017-07-20 00:00:00  -1.8105        34.05
2017-07-21 00:00:00  -1.8134        34.05
2017-07-22 00:00:00  -1.8149        34.05
2017-07-23 00:00:00  -1.8164        34.05
2017-07-24 00:00:00   -1.809       34.048
2017-07-25 00:00:00  -1.7966       34.046
2017-07-26 00:00:00  -1.8003       34.045
2017-07-27 00:00:00  -1.8039       34.045
2017-07-28 00:00:00  -1.8105       34.048
2017-07-29 00:00:00  -1.8149       34.051
2017-07-30 00:00:00  -1.8193       34.054
2017-07-31 00:00:00  -1.8237       34.057
2017-08-01 00:00:00  -1.8266       34.057
2017-08-02 00:00:00  -1.8288        34.06
2017-08-03 00:00:00   -1.831       34.062
2017-08-04 00:00:00  -1.8361       34.069
2017-08-05 00:00:00  -1.8449       34.077
2017-08-06 00:00:00  -1.8574       34.077
2017-08-07 00:00:00  -1.8691       34.074
2017-08-08 00:00:00  -1.8742       34.069
2017-08-09 00:00:00   -1.872       34.063
2017-08-10 00:00:00  -1.8603       34.053
2017-08-11 00:00:00  -1.8479        34.04
2017-08-12 00:00:00  -1.8361       34.031
2017-08-13 00:00:00  -1.8274       34.021
2017-08-14 00:00:00  -1.8244       34.011
2017-08-15 00:00:00  -1.8222       34.005
2017-08-16 00:00:00  -1.8186       34.004
2017-08-17 00:00:00  -1.8112       34.005
2017-08-18 00:00:00  -1.8127        34.01
2017-08-19 00:00:00   -1.809       34.017
2017-08-20 00:00:00  -1.8061        34.03
2017-08-21 00:00:00  -1.8127        34.04
2017-08-22 00:00:00  -1.8061       34.048
2017-08-23 00:00:00  -1.7988       34.053
2017-08-24 00:00:00  -1.8061       34.057
2017-08-25 00:00:00  -1.8105       34.062
2017-08-26 00:00:00  -1.8112       34.066
2017-08-27 00:00:00  -1.8186       34.071
2017-08-28 00:00:00  -1.8222       34.075
2017-08-29 00:00:00  -1.8208       34.083
2017-08-30 00:00:00  -1.8208       34.089
2017-08-31 00:00:00   -1.823       34.097
2017-09-01 00:00:00  -1.8237       34.103
2017-09-02 00:00:00  -1.8208       34.111
2017-09-03 00:00:00  -1.8186       34.118
2017-09-04 00:00:00  -1.8164       34.129
2017-09-05 00:00:00  -1.8164       34.138
2017-09-06 00:00:00  -1.8171       34.147
2017-09-07 00:00:00  -1.8178       34.153
2017-09-08 00:00:00  -1.8244       34.158
2017-09-09 00:00:00  -1.8296       34.159
2017-09-10 00:00:00  -1.8303       34.159
2017-09-11 00:00:00   -1.831       34.161
